Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
Oba,Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Michael Brown,2024-04-12,Custom solution,Sales Accepted,4,,,593,40,2024-06-19,,2024,2024-04,68,,False,False,False,False,False,Small (11-200)
Devbug,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-01-23,Services,Sales Accepted,4,,,1956,40,2024-12-22,,2024,2024-01,334,,False,False,False,False,False,Small (11-200)
McCullough-Hammes,Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Laura Thompson,2024-05-26,Custom solution,Sales Accepted,4,,,896,100,2025-03-15,,2024,2024-05,293,,False,False,False,False,False,Small (11-200)
Botsford LLC,France,48.864716,2.349014,IT & IT Services,Small (11-200),Emily Johnson,2024-03-22,Custom solution,Sales Accepted,4,,,1108,20,2025-01-08,,2024,2024-03,292,,False,False,False,False,False,Small (11-200)
Bauch-Schmitt,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,2024-04-11,SAAS,Sales Accepted,4,,,304,30,2024-06-02,,2024,2024-04,52,,False,False,False,False,True,Small (11-200)
Koepp-Hand,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),John Smith,2024-04-17,Custom solution,Sales Accepted,4,,,971,40,2024-11-29,,2024,2024-04,226,,False,False,False,False,False,Small (11-200)
"Konopelski, Feest and Fisher",Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,2024-01-24,SAAS,Sales Accepted,4,,,1554,40,2024-03-20,,2024,2024-01,56,,False,False,False,False,True,Small (11-200)
Goyette-Green,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),David Wilson,2024-01-18,Services,Sales Accepted,4,,,1938,30,2024-03-25,,2024,2024-01,67,,False,False,False,False,False,Small (11-200)
McCullough Inc,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,2024-01-23,Services,Sales Accepted,4,,,1746,40,2024-09-24,,2024,2024-01,245,,False,False,False,False,False,Small (11-200)
Botsford Group,Belgium,51.260197,4.402771,Education & Science,Small (11-200),Sarah Davis,2024-04-22,Services,Sales Accepted,4,,,1417,60,2024-11-20,,2024,2024-04,212,,False,False,False,False,False,Small (11-200)
Hand-Fisher,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Michael Brown,2024-01-19,SAAS,Sales Accepted,4,,,869,70,2024-09-02,,2024,2024-01,227,,False,False,False,False,True,Small (11-200)
"Bins, Dooley and Kirlin",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Sarah Davis,2024-03-05,SAAS,Sales Accepted,4,,,1077,40,2024-06-08,,2024,2024-03,95,,False,False,False,False,True,Small (11-200)
Yost Group,Austria,48.210033,16.363449,Banking and Finance,Small (11-200),Sarah Davis,2024-02-13,SAAS,Sales Accepted,4,,,1382,100,2024-04-24,,2024,2024-02,71,,False,False,False,False,True,Small (11-200)
"MacGyver, Kautzer and Stamm",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),David Wilson,2024-05-14,Services,Sales Accepted,4,,,356,10,2024-09-28,,2024,2024-05,137,,False,False,False,False,False,Small (11-200)
"Mills, Heller and Herzog",Spain,40.416775,-3.70379,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-05-31,Services,Sales Accepted,4,,,1933,20,2024-09-25,,2024,2024-05,117,,False,False,False,False,False,Small (11-200)
"Kuhlman, Friesen and Emmerich",Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),Jessica Martinez,2024-02-15,Services,Sales Accepted,4,,,551,20,2024-04-16,,2024,2024-02,61,,False,False,False,False,False,Small (11-200)
Fritsch-Kertzmann,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-01-03,SAAS,Sales Accepted,4,,,1998,70,2024-05-31,,2024,2024-01,149,,False,False,False,False,True,Small (11-200)
Padberg LLC,Netherlands,52.370216,4.895168,Retail & Distribution,Small (11-200),Laura Thompson,2024-03-21,Services,Sales Accepted,4,,,1250,10,2024-08-21,,2024,2024-03,153,,False,False,False,False,False,Small (11-200)
"Rath, Hand and Ryan",Spain,40.416775,-3.70379,Banking and Finance,Small (11-200),Laura Thompson,2024-05-16,Custom solution,Sales Accepted,4,,,1722,90,2024-10-15,,2024,2024-05,152,,False,False,False,False,False,Small (11-200)
Weber LLC,Germany,52.520008,13.404954,Telecommunications,Small (11-200),Sarah Davis,2024-03-29,Services,Sales Accepted,4,,,1479,50,2024-09-04,,2024,2024-03,159,,False,False,False,False,False,Small (11-200)
Weissnat-Mitchell,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-05-07,Services,Sales Accepted,4,,,1335,30,2024-08-10,,2024,2024-05,95,,False,False,False,False,False,Small (11-200)
Ruecker Group,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Michael Brown,2024-05-30,Services,Sales Accepted,4,,,943,40,2025-04-16,,2024,2024-05,321,,False,False,False,False,False,Small (11-200)
Kessler and Sons,Portugal,38.736946,-9.142685,Recreation & Sports,Small (11-200),Laura Thompson,2024-04-11,Services,Sales Accepted,4,,,1243,60,2024-09-15,,2024,2024-04,157,,False,False,False,False,False,Small (11-200)
Gutkowski and Sons,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Michael Brown,2024-03-12,Services,Sales Accepted,4,,,862,30,2024-05-26,,2024,2024-03,75,,False,False,False,False,False,Small (11-200)
Fritsch-Bradtke,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Kevin Anderson,2024-02-15,SAAS,Sales Accepted,4,,,730,40,2024-08-10,,2024,2024-02,177,,False,False,False,False,True,Small (11-200)
Leannon-Ledner,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Laura Thompson,2024-03-05,Services,Sales Accepted,4,,,757,60,2024-10-26,,2024,2024-03,235,,False,False,False,False,False,Small (11-200)
"Rogahn, O'Reilly and McDermott",Switzerland,46.204391,6.143158,Energy & Utilities,Small (11-200),Laura Thompson,2024-05-07,SAAS,Sales Accepted,4,,,1295,30,2024-08-03,,2024,2024-05,88,,False,False,False,False,True,Small (11-200)
"Swift, Franecki and Orn",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),David Wilson,2024-03-03,Custom solution,Sales Accepted,4,,,619,20,2024-12-23,,2024,2024-03,295,,False,False,False,False,False,Small (11-200)
"Sipes, Schimmel and Torp",Switzerland,46.204391,6.143158,Telecommunications,Small (11-200),Laura Thompson,2024-04-17,Custom solution,Sales Accepted,4,,,544,60,2025-03-25,,2024,2024-04,342,,False,False,False,False,False,Small (11-200)
Torphy-Medhurst,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),John Smith,2024-04-10,SAAS,Sales Accepted,4,,,1978,10,2024-10-29,,2024,2024-04,202,,False,False,False,False,True,Small (11-200)
Muller-Muller,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-05-09,Services,Sales Accepted,4,,,260,30,2024-08-27,,2024,2024-05,110,,False,False,False,False,False,Small (11-200)
Hegmann-Daniel,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-04-24,Services,Sales Accepted,4,,,1236,60,2024-08-10,,2024,2024-04,108,,False,False,False,False,False,Small (11-200)
Gusikowski LLC,Spain,40.416775,-3.70379,Agriculture & Mining,Small (11-200),David Wilson,2024-05-11,Services,Sales Accepted,4,,,586,10,2025-03-05,,2024,2024-05,298,,False,False,False,False,False,Small (11-200)
"Konopelski, Littel and Romaguera",Italy,41.902782,12.496366,Recreation & Sports,Small (11-200),Sarah Davis,2024-02-02,SAAS,Sales Accepted,4,,,1023,30,2024-10-04,,2024,2024-02,245,,False,False,False,False,True,Small (11-200)
Dibbert LLC,Italy,41.902782,12.496366,Telecommunications,Small (11-200),Jessica Martinez,2024-01-12,SAAS,Sales Accepted,4,,,684,30,2024-10-08,,2024,2024-01,270,,False,False,False,False,True,Small (11-200)
"Wuckert, Kiehn and Weissnat",Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Michael Brown,2024-03-16,Custom solution,Sales Accepted,4,,,848,40,2025-01-28,,2024,2024-03,318,,False,False,False,False,False,Small (11-200)
"Nikolaus, Veum and Beahan",Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-05-12,SAAS,Sales Accepted,4,,,330,10,2025-03-29,,2024,2024-05,321,,False,False,False,False,True,Small (11-200)
Bergstrom-Barrows,Italy,41.902782,12.496366,Energy & Utilities,Small (11-200),Laura Thompson,2024-02-15,SAAS,Sales Accepted,4,,,922,50,2024-04-20,,2024,2024-02,65,,False,False,False,False,True,Small (11-200)
Spinka-White,Spain,40.416775,-3.70379,Education & Science,Small (11-200),Sarah Davis,2024-04-16,Services,Sales Accepted,4,,,359,100,2024-12-20,,2024,2024-04,248,,False,False,False,False,False,Small (11-200)
Wintheiser Group,Austria,48.210033,16.363449,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-01-16,SAAS,Sales Accepted,4,,,1991,30,2024-12-19,,2024,2024-01,338,,False,False,False,False,True,Small (11-200)
"Hauck, Wiza and Mitchell",Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Jessica Martinez,2024-03-24,Services,Sales Accepted,4,,,1851,20,2024-07-17,,2024,2024-03,115,,False,False,False,False,False,Small (11-200)
"Nolan, Abernathy and Fay",Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,2024-05-07,SAAS,Sales Accepted,4,,,1313,10,2024-10-20,,2024,2024-05,166,,False,False,False,False,True,Small (11-200)
"Brekke, Jacobi and Crist",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Kevin Anderson,2024-03-20,Services,Sales Accepted,4,,,1229,20,2024-08-30,,2024,2024-03,163,,False,False,False,False,False,Small (11-200)
"Steuber, Schuster and Rutherford",Portugal,38.736946,-9.142685,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-05-07,SAAS,Sales Accepted,4,,,204,20,2025-03-03,,2024,2024-05,300,,False,False,False,False,True,Small (11-200)
Luettgen Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Emily Johnson,2024-04-26,SAAS,Sales Accepted,4,,,871,50,2025-04-12,,2024,2024-04,351,,False,False,False,False,True,Small (11-200)
Donnelly and Sons,France,48.864716,2.349014,Manufacturing & Production,Small (11-200),Emily Johnson,2024-04-20,Services,Sales Accepted,4,,,664,30,2024-09-26,,2024,2024-04,159,,False,False,False,False,False,Small (11-200)
Kshlerin-Jones,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,2024-03-06,SAAS,Sales Accepted,4,,,1416,60,2024-04-29,,2024,2024-03,54,,False,False,False,False,True,Small (11-200)
"Howell, Hickle and Jacobs",Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Laura Thompson,2024-03-29,SAAS,Sales Accepted,4,,,1478,50,2024-06-01,,2024,2024-03,64,,False,False,False,False,True,Small (11-200)
Auer-Corwin,Italy,41.902782,12.496366,Agriculture & Mining,Small (11-200),David Wilson,2024-05-18,Services,Sales Accepted,4,,,1099,50,2024-07-18,,2024,2024-05,61,,False,False,False,False,False,Small (11-200)
"Johnson, Wehner and Boyle",France,48.864716,2.349014,Construction & Engineering,Small (11-200),Emily Johnson,2024-02-28,SAAS,Sales Accepted,4,,,633,30,2025-02-19,,2024,2024-02,357,,False,False,False,False,True,Small (11-200)
Lebsack-Schmidt,Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),Laura Thompson,2024-03-12,Custom solution,Sales Accepted,4,,,502,30,2024-12-02,,2024,2024-03,265,,False,False,False,False,False,Small (11-200)
Hudson LLC,Portugal,38.736946,-9.142685,Retail & Distribution,Small (11-200),Laura Thompson,2024-03-31,Services,Sales Accepted,4,,,759,100,2024-12-14,,2024,2024-03,258,,False,False,False,False,False,Small (11-200)
"Corkery, Wiegand and Ullrich",Belgium,51.260197,4.402771,IT & IT Services,Small (11-200),Laura Thompson,2024-03-26,SAAS,Sales Accepted,4,,,1430,20,2024-12-09,,2024,2024-03,258,,False,False,False,False,True,Small (11-200)
Langworth and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Small (11-200),John Smith,2024-05-16,Services,Sales Accepted,4,,,607,30,2025-04-13,,2024,2024-05,332,,False,False,False,False,False,Small (11-200)
Wilderman and Sons,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Kevin Anderson,2024-04-11,SAAS,Sales Accepted,4,,,271,40,2024-09-22,,2024,2024-04,164,,False,False,False,False,True,Small (11-200)
Muller-Kohler,Germany,52.520008,13.404954,Banking and Finance,Small (11-200),John Smith,2024-02-18,Services,Sales Accepted,4,,,935,30,2025-02-05,,2024,2024-02,353,,False,False,False,False,False,Small (11-200)
Leuschke-Zboncak,Switzerland,46.204391,6.143158,Education & Science,Small (11-200),David Wilson,2024-05-30,Services,Sales Accepted,4,,,1979,70,2024-11-14,,2024,2024-05,168,,False,False,False,False,False,Small (11-200)
Walter and Sons,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2024-02-15,SAAS,Sales Accepted,4,,,1235,30,2024-03-13,,2024,2024-02,27,,False,False,False,False,True,Small (11-200)
Terry and Sons,France,48.864716,2.349014,Entertainment & Media & Hospitality,Small (11-200),Emily Johnson,2024-04-11,SAAS,Sales Accepted,4,,,563,30,2025-02-10,,2024,2024-04,305,,False,False,False,False,True,Small (11-200)
Monahan Inc,Netherlands,52.370216,4.895168,Government Administration Healthcare,Small (11-200),Kevin Anderson,2024-04-07,SAAS,Sales Accepted,4,,,1178,30,2024-08-06,,2024,2024-04,121,,False,False,False,False,True,Small (11-200)
Mayer Inc,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),Laura Thompson,2024-01-27,SAAS,Sales Accepted,4,,,1462,20,2024-11-18,,2024,2024-01,296,,False,False,False,False,True,Small (11-200)
Hirthe LLC,Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Small (11-200),Sarah Davis,2024-04-27,SAAS,Sales Accepted,4,,,210,40,2024-06-21,,2024,2024-04,55,,False,False,False,False,True,Small (11-200)
"Steuber, Frami and Witting",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),Jessica Martinez,2024-01-18,SAAS,Sales Accepted,4,,,1139,20,2024-04-08,,2024,2024-01,81,,False,False,False,False,True,Small (11-200)
Abbott-Dibbert,Spain,40.416775,-3.70379,Agriculture & Mining,Small (11-200),David Wilson,2024-04-08,Custom solution,Sales Accepted,4,,,1800,90,2024-08-22,,2024,2024-04,136,,False,False,False,False,False,Small (11-200)
Lindgren-McDermott,Portugal,38.736946,-9.142685,Education & Science,Small (11-200),Michael Brown,2024-05-25,Services,Sales Accepted,4,,,468,50,2025-03-10,,2024,2024-05,289,,False,False,False,False,False,Small (11-200)
Kreiger-Dooley,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Sarah Davis,2024-04-16,Services,Sales Accepted,4,,,642,50,2025-02-03,,2024,2024-04,293,,False,False,False,False,False,Small (11-200)
Prohaska and Sons,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Kevin Anderson,2024-02-24,SAAS,Sales Accepted,4,,,1798,30,2025-02-23,,2024,2024-02,365,,False,False,False,False,True,Small (11-200)
Kessler-Fisher,Austria,48.210033,16.363449,Energy & Utilities,Small (11-200),Laura Thompson,2024-02-24,SAAS,Sales Accepted,4,,,1720,20,2024-11-10,,2024,2024-02,260,,False,False,False,False,True,Small (11-200)
Howell Inc,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Jessica Martinez,2024-01-02,Custom solution,Sales Accepted,4,,,1336,30,2024-11-16,,2024,2024-01,319,,False,False,False,False,False,Small (11-200)
"Jaskolski, Rippin and Pfannerstill",Switzerland,46.204391,6.143158,Manufacturing & Production,Small (11-200),David Wilson,2024-04-27,SAAS,Sales Accepted,4,,,1544,20,2024-07-18,,2024,2024-04,82,,False,False,False,False,True,Small (11-200)
Mertz-Grimes,France,48.864716,2.349014,IT & IT Services,Small (11-200),Kevin Anderson,2024-01-17,Services,Sales Accepted,4,,,828,50,2024-03-11,,2024,2024-01,54,,False,False,False,False,False,Small (11-200)
Heller and Sons,Belgium,51.260197,4.402771,Recreation & Sports,Small (11-200),Laura Thompson,2024-03-05,Services,Sales Accepted,4,,,1570,40,2024-12-25,,2024,2024-03,295,,False,False,False,False,False,Small (11-200)
Rau and Sons,France,48.864716,2.349014,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-04-30,SAAS,Sales Accepted,4,,,1831,20,2024-09-21,,2024,2024-04,144,,False,False,False,False,True,Small (11-200)
Koepp-Abbott,Netherlands,52.370216,4.895168,Transportation & Logistics,Small (11-200),Michael Brown,2024-03-25,SAAS,Sales Accepted,4,,,1616,20,2024-12-07,,2024,2024-03,257,,False,False,False,False,True,Small (11-200)
"Ward, Koepp and Thiel",France,48.864716,2.349014,Banking and Finance,Small (11-200),Jessica Martinez,2024-03-30,Services,Sales Accepted,4,,,1210,40,2024-07-11,,2024,2024-03,103,,False,False,False,False,False,Small (11-200)
Conroy Group,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Emily Johnson,2024-03-09,SAAS,Sales Accepted,4,,,1493,50,2025-01-31,,2024,2024-03,328,,False,False,False,False,True,Small (11-200)
Baumbach Inc,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Michael Brown,2024-02-02,Services,Sales Accepted,4,,,365,30,2024-08-25,,2024,2024-02,205,,False,False,False,False,False,Small (11-200)
Kirlin Group,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,2024-05-20,SAAS,Sales Accepted,4,,,550,60,2025-01-01,,2024,2024-05,226,,False,False,False,False,True,Small (11-200)
"Grant, Kihn and Volkman",Netherlands,52.370216,4.895168,Professional Services  & Consulting,Small (11-200),David Wilson,2024-04-25,Custom solution,Sales Accepted,4,,,931,20,2025-04-13,,2024,2024-04,353,,False,False,False,False,False,Small (11-200)
Rodriguez-Leannon,Belgium,51.260197,4.402771,Government Administration Healthcare,Small (11-200),Sarah Davis,2024-02-07,Custom solution,Sales Accepted,4,,,1626,30,2024-08-14,,2024,2024-02,189,,False,False,False,False,False,Small (11-200)
Jacobs-Dickinson,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Kevin Anderson,2024-02-16,Services,Sales Accepted,4,,,1206,30,2024-11-21,,2024,2024-02,279,,False,False,False,False,False,Small (11-200)
Durgan and Sons,Portugal,38.736946,-9.142685,Transportation & Logistics,Small (11-200),Laura Thompson,2024-03-10,Services,Sales Accepted,4,,,885,20,2024-11-02,,2024,2024-03,237,,False,False,False,False,False,Small (11-200)
Bechtelar-Price,Spain,40.416775,-3.70379,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-02-03,SAAS,Sales Accepted,4,,,1709,20,2024-05-16,,2024,2024-02,103,,False,False,False,False,True,Small (11-200)
